,gaokaoId,birthdate
14927,19640111140148,03/02/1999
14928,19640111140149,09/23/1999
14929,19640111140150,03/13/2000
14930,19640111140151,11/09/2000
14931,19640111140152,11/22/1999
14932,19640111140153,12/30/1999
14933,19640111140154,03/11/2000
14934,19640111140155,08/18/2000
14935,19640111140156,01/05/2001
14936,19640111140157,01/06/2000
14937,19640111140158,06/02/2000
14938,19640111140159,11/13/2000
14939,19640111140160,12/12/1999
14940,19640111140161,12/25/1999
14941,19640111140162,04/06/2001
14942,19640111140163,12/14/2000
14943,19640111140164,03/23/2000
14944,19640111140165,10/11/2000
14945,19640111140166,08/02/2001
14946,19640111140167,04/06/1999
14947,19640111140168,09/03/2000
14948,19640111140169,12/03/2000
14949,19640111140170,07/04/2000
14950,19640111140171,02/27/2000
14951,19640111140172,08/26/1999
14952,19640111140173,09/21/1999
14953,19640111140174,08/30/2000
14954,19640111140175,05/03/2000
14955,19640111140176,07/20/2000
14956,19640111140177,11/21/1981
14957,19640111140178,04/25/2000
14958,19640111140180,08/22/2001
14959,19640111140201,07/23/2000
14960,19640111140202,12/05/2000
14961,19640111140203,12/21/2001
14962,19640111140204,02/15/2000
14963,19640111140205,09/22/2000
14964,19640111140206,12/29/1999
14965,19640111140207,04/01/1999
14966,19640111140208,05/24/2000
14967,19640111140209,02/02/2001
14968,19640111140210,06/28/2000
14969,19640111140211,07/20/2000
14970,19640111140212,02/24/2000
14971,19640111140213,01/14/1998
14972,19640111140214,06/06/2000
14973,19640111140215,10/28/2001
14974,19640111140216,02/23/1999
14975,19640111140217,08/21/1999
14976,19640111140218,08/15/2000
14977,19640111140219,01/01/2000
14978,19640111140220,05/03/2000
14979,19640111140221,07/22/2000
14980,19640111140222,01/03/2000
14981,19640111140223,06/20/2000
14982,19640111140224,02/10/2000
14983,19640111140225,11/29/1999
14984,19640111140226,10/16/1999
14985,19640111140227,04/25/2000
14986,19640111140228,03/28/2000
14987,19640111140229,04/24/1998
14988,19640111140230,05/24/2000
14989,19640111140231,07/22/2000
14990,19640111140232,07/07/2000
14991,19640111140233,10/25/1999
14992,19640111140234,10/17/1999
14993,19640111140235,11/17/1999
14994,19640111140236,06/05/2000
14995,19640111140237,04/24/2001
14996,19640111140238,08/26/2001
14997,19640111140239,07/28/2000
14998,19640111140240,02/03/1998
14999,19640111140241,01/26/2000
15000,19640111140242,04/09/1999
15001,19640111140243,04/06/2001
15002,19640111140244,11/20/2000
15003,19640111140245,07/11/2000
15004,19640111140246,07/29/2000
15005,19640111140247,08/03/2000
15006,19640111140248,04/10/2002
15007,19640111140249,01/06/2000
15008,19640111140250,04/02/2000
15009,19640111140251,08/22/2000
15010,19640111140252,05/12/1998
15011,19640111140253,07/10/1999
15012,19640111140254,09/13/2000
15013,19640111140255,05/30/2000
15014,19640111140256,10/16/2000
15015,19640111140257,01/05/2000
15016,19640111140258,04/13/2000
15017,19640111140259,01/31/2000
15018,19640111140260,05/30/1995
15019,19640111140261,03/12/2000
15020,19640111140262,12/09/2000
15021,19640111140263,10/29/2000
15022,19640111140264,01/20/2000
15023,19640111140265,12/17/1999
15024,19640111140266,09/06/2000
15025,19640111140267,04/30/1999
15026,19640111140268,11/25/2001
15027,19640111140269,08/16/1999
15028,19640111140270,06/06/2000
15029,19640111140271,03/05/2001
15030,19640111140272,08/12/1998
15031,19640111140273,05/06/2000
15032,19640111140274,08/23/2000
15033,19640111140275,01/08/1999
15034,19640111140276,07/21/2001
15035,19640111140277,01/11/2000
15036,19640111140278,09/14/2000
15037,19640111140301,03/19/2000
15038,19640111140302,07/28/2000
15039,19640111140303,11/15/2000
15040,19640111140304,12/04/2000
15041,19640111140305,08/28/2000
15042,19640111140306,06/06/2001
15043,19640111140307,12/26/1999
15044,19640111140308,05/16/2000
15045,19640111140309,07/25/2000
15046,19640111140310,11/03/1998
15047,19640111140311,08/24/2002
15048,19640111140312,10/24/2000
15049,19640111140313,03/04/2000
15050,19640111140314,05/16/1999
15051,19640111140315,07/03/2000
15052,19640111140316,04/07/2001
15053,19640111140317,12/19/1998
15054,19640111140318,10/03/2000
15055,19640111140319,09/09/2000
15056,19640111140320,03/04/2000
15057,19640111140321,01/14/2000
15058,19640111140322,09/10/2000
15059,19640111140323,10/07/1999
15060,19640111140324,02/18/1999
15061,19640111140325,04/03/2000
15062,19640111140326,12/22/1999
15063,19640111140327,04/25/1999
15064,19640111140328,01/10/2000
15065,19640111140329,11/05/1999
15066,19640111140330,08/01/2000
15067,19640111140331,07/26/2000
15068,19640111140332,08/19/1999
15069,19640111140333,08/17/1999
15070,19640111140334,08/17/1999
15071,19640111140335,11/06/1999
15072,19640111140336,06/06/2000
15073,19640111140337,01/04/2000
15074,19640111140338,10/28/2000
15075,19640111140339,10/01/2000
15076,19640111140340,01/03/2000
15077,19640111140341,04/29/2000
15078,19640111140342,03/21/2000
15079,19640111140343,03/13/1999
15080,19640111140344,01/14/2001
15081,19640111140345,02/12/2001
15082,19640111140346,03/16/2000
15083,19640111140347,04/23/1999
15084,19640111140348,06/16/2000
15085,19640111140349,01/19/2000
15086,19640111140350,12/09/1999
15087,19640111140351,09/13/2000
15088,19640111140352,03/18/2000
15089,19640111140353,12/05/2000
15090,19640111140354,07/21/1999
15091,19640111140355,02/18/2000
15092,19640111140356,11/13/1999
15093,19640111140357,05/01/1999
15094,19640111140358,08/19/2000
15095,19640111140359,01/03/2001
15096,19640111140360,05/23/2001
15097,19640111140361,01/31/2000
15098,19640111140362,12/14/2000
15099,19640111140363,03/24/1997
15100,19640111140364,11/09/1998
15101,19640111140365,08/08/1999
15102,19640111140366,01/02/2000
15103,19640111140367,10/28/2000
15104,19640111140368,02/11/2001
15105,19640111140369,08/09/2000
15106,19640111140370,12/08/1999
15107,19640111150401,02/16/2001
15108,19640111150402,07/05/2000
15109,19640111150403,11/30/2000
15110,19640111150404,04/20/2001
15111,19640111150405,09/18/2001
15112,19640111150406,09/08/2001
15113,19640111150407,08/22/2001
15114,19640111150408,04/13/2001
15115,19640111150409,05/15/2000
15116,19640111150410,11/05/2000
15117,19640111150411,08/21/2000
15118,19640111150412,11/16/2001
15119,19640111150413,08/21/2000
15120,19640111150414,12/08/2000
15121,19640111150415,08/28/2000
15122,19640111150416,11/29/2000
15123,19640111150417,03/20/2001
15124,19640111150418,08/12/2001
15125,19640111150419,09/30/2000
15126,19640111150420,02/17/2001
15127,19640111150421,04/10/2000
15128,19640111150422,07/16/2001
15129,19640111150423,11/29/2000
15130,19640111150424,10/18/2000
15131,19640111150425,02/05/2000
15132,19640111150426,01/25/2001
15133,19640111150427,08/23/2001
15134,19640111150428,03/09/2001
15135,19640111150429,03/12/2000
15136,19640111150430,09/11/2000
15137,19640111150431,07/28/2001
15138,19640111150432,05/19/2001
15139,19640111150433,10/25/2000
15140,19640111150434,07/13/2001
15141,19640111150435,03/29/2001
15142,19640111150436,08/15/2000
15143,19640111150437,05/05/2001
15144,19640111150438,01/09/2002
15145,19640111150439,06/29/2000
15146,19640111150440,11/27/2000
15147,19640111150441,06/01/2001
15148,19640111150442,03/04/2001
15149,19640111150443,09/03/2001
15150,19640111150501,07/27/2001
15151,19640111150502,07/19/2001
15152,19640111150503,04/10/2001
15153,19640111150504,11/13/2000
15154,19640111150505,04/17/2001
15155,19640111150506,03/09/1999
15156,19640111150507,08/18/2001
15157,19640111150508,03/21/2001
15158,19640111150509,12/29/2001
15159,19640111150510,12/08/2001
15160,19640111150511,03/26/2000
15161,19640111150512,12/25/2001
15162,19640111150513,11/11/2000
15163,19640111150514,10/14/2000
15164,19640111150515,11/23/2000
15165,19640111150516,07/01/2001
15166,19640111150517,08/14/2001
15167,19640111150518,08/19/2000
15168,19640111150519,04/21/2001
15169,19640111150520,10/17/2000
15170,19640111150521,03/27/2001
15171,19640111150522,12/20/2000
15172,19640111150523,01/11/2001
15173,19640111150524,02/01/2001
15174,19640111150525,11/10/2000
15175,19640111150526,02/16/2001
15176,19640111150527,08/26/2001
15177,19640111150528,06/04/2001
15178,19640111150529,04/08/2001
15179,19640111150530,07/02/2000
15180,19640111150531,06/21/2001
15181,19640111150532,06/12/2001
15182,19640111150533,07/21/2001
15183,19640111150534,06/13/2000
15184,19640111150535,05/01/2001
15185,19640111150536,07/28/2001
15186,19640111150601,05/17/2001
15187,19640111150602,01/24/2001
15188,19640111150603,07/22/2000
15189,19640111150604,11/04/2000
15190,19640111150605,07/04/2000
15191,19640111150606,04/12/2001
15192,19640111150607,12/25/2001
15193,19640111150608,01/20/2001
15194,19640111150609,01/24/2000
15195,19640111150610,11/06/2000
15196,19640111150611,09/06/2001
15197,19640111150612,06/23/2001
15198,19640111150613,12/01/2000
15199,19640111150614,06/22/2001
15200,19640111150615,03/14/2000
15201,19640111150616,03/06/2001
15202,19640111150617,03/18/2001
15203,19640111150618,10/15/2001
15204,19640111150619,03/07/2000
15205,19640111150620,03/15/2001
15206,19640111150621,11/29/2000
15207,19640111150622,03/28/2001
15208,19640111150623,02/22/2001
15209,19640111150624,04/02/2001
15210,19640111150625,04/21/2001
15211,19640111150626,04/29/2001
15212,19640111150627,08/29/2001
15213,19640111150628,12/12/2000
15214,19640111150629,01/06/2000
15215,19640111150630,09/25/1999
15216,19640111150631,12/09/2000
15217,19640111150632,07/01/2001
15218,19640111150633,03/13/2001
15219,19640111150634,01/30/2001
15220,19640111150635,03/26/2000
15221,19640111150636,12/26/2000
15222,19640111150701,12/06/2000
15223,19640111150702,02/29/2000
15224,19640111150703,12/20/2000
15225,19640111150704,04/09/2001
15226,19640111150705,09/26/2000
15227,19640111150706,03/26/2001
15228,19640111150707,07/28/2001
15229,19640111150708,05/30/2000
15230,19640111150709,01/19/2001
15231,19640111150710,03/13/2001
15232,19640111150711,12/29/2000
15233,19640111150712,06/04/2001
15234,19640111150713,01/17/2001
15235,19640111150714,08/07/2000
15236,19640111150715,03/10/2001
15237,19640111150716,11/23/2000
15238,19640111150717,11/13/2001
15239,19640111150718,04/22/2001
15240,19640111150719,11/19/2000
15241,19640111150720,12/23/2000
15242,19640111150721,07/19/2001
15243,19640111150722,08/28/2000
15244,19640111150723,06/12/2001
15245,19640111150724,06/02/2001
15246,19640111150725,08/25/2001
15247,19640111150726,05/20/2001
15248,19640111150727,03/25/2001
15249,19640111150728,11/30/2000
15250,19640111150729,09/20/2001
15251,19640111150730,08/21/2000
15252,19640111150731,02/27/2001
15253,19640111150732,07/19/2001
15254,19640111150733,01/09/2001
15255,19640111150734,10/06/2000
15256,19640111150735,04/10/2000
15257,19640111150736,12/07/1999
15258,19640111150737,02/22/2001
15259,19640111150801,10/14/2001
15260,19640111150802,09/22/2000
15261,19640111150803,06/20/2000
15262,19640111150804,04/24/2001
15263,19640111150805,01/09/2001
15264,19640111150806,07/04/2001
15265,19640111150807,07/26/2001
15266,19640111150808,07/02/2000
15267,19640111150809,08/07/2001
15268,19640111150810,08/14/2001
15269,19640111150811,11/20/2001
15270,19640111150812,03/01/2001
15271,19640111150813,02/15/2001
15272,19640111150814,03/21/2001
15273,19640111150815,07/24/2000
15274,19640111150816,04/14/2001
15275,19640111150817,02/05/2001
15276,19640111150818,09/28/2001
15277,19640111150819,09/19/2000
15278,19640111150820,02/09/2001
15279,19640111150821,10/10/2000
15280,19640111150822,11/23/2000
15281,19640111150823,08/11/2001
15282,19640111150824,07/03/2000
15283,19640111150825,10/03/2000
15284,19640111150826,03/06/2000
15285,19640111150827,12/15/2000
15286,19640111150828,02/15/2001
15287,19640111150829,07/25/2001
15288,19640111150830,12/30/2000
15289,19640111150831,08/02/2000
15290,19640111150832,05/04/2001
15291,19640111150833,06/16/2000
15292,19640111150834,02/25/2001
15293,19640111150835,01/18/2001
15294,19640111150836,10/03/2001
15295,19640111150837,07/13/1999
15296,19640111150838,03/16/2001
15297,19640111150839,10/17/2000
15298,19640111150840,07/01/2001
15299,19640111150841,11/24/2000
15300,19640111150842,09/01/2000
15301,19640111150843,07/23/2000
15302,19640111150844,03/06/2001
15303,19640111160201,06/29/2001
15304,19640111160202,08/18/2000
15305,19640111160203,11/29/2000
15306,19640111160204,09/28/2000
15307,19640111160205,07/18/2000
15308,19640111160206,03/26/2001
15309,19640111160207,12/06/2000
15310,19640111160208,10/16/2001
15311,19640111160209,05/17/2001
15312,19640111160210,06/26/2001
15313,19640111160211,11/28/2001
15314,19640111160212,03/10/2001
15315,19640111160213,03/22/2001
15316,19640111160214,03/31/2001
15317,19640111160215,03/21/2001
15318,19640111160216,03/30/2001
15319,19640111160217,03/09/2001
15320,19640111160218,03/12/2001
15321,19640111160219,06/18/2000
15322,19640111160220,01/18/2000
15323,19640111160221,06/01/2001
15324,19640111160222,05/20/2001
15325,19640111160223,02/18/2001
15326,19640111160224,10/12/2000
15327,19640111160225,04/22/2001
15328,19640111160226,11/09/2000
15329,19640111160227,01/31/2001
15330,19640111160228,06/05/2000
15331,19640111160229,06/19/2001
15332,19640111160230,02/05/2001
15333,19640111160231,01/01/2001
15334,19640111160232,01/26/2001
15335,19640111160233,02/10/2001
15336,19640111160234,06/25/2000
15337,19640111160235,07/18/2001
15338,19640111160236,08/30/2001
15339,19640111160237,01/12/2001
15340,19640111160238,09/15/2001
15341,19640111160239,11/28/2000
15342,19640111160240,06/09/2001
15343,19640111160241,12/05/2000
15344,19640111160242,02/27/2000
15345,19640111160301,06/18/2001
15346,19640111160302,07/23/2001
15347,19640111160303,10/08/2000
15348,19640111160304,12/05/2000
15349,19640111160305,03/27/2000
15350,19640111160306,05/09/2001
15351,19640111160307,07/16/2001
15352,19640111160308,07/30/2001
15353,19640111160309,07/03/2001
15354,19640111160310,01/27/2000
15355,19640111160311,04/23/2001
15356,19640111160312,10/30/2000
15357,19640111160313,12/04/2000
15358,19640111160314,05/16/2001
15359,19640111160315,09/10/2001
15360,19640111160316,03/16/2001
15361,19640111160317,07/30/2001
15362,19640111160318,10/06/2000
15363,19640111160319,09/19/2001
15364,19640111160320,07/04/2000
15365,19640111160321,07/20/2000
15366,19640111160322,11/14/2000
15367,19640111160323,09/23/2001
15368,19640111160324,10/22/2000
15369,19640111160325,12/30/2001
15370,19640111160326,10/26/2000
15371,19640111160327,10/31/2000
15372,19640111160328,09/25/2001
15373,19640111160329,06/01/2001
15374,19640111160330,02/09/2001
15375,19640111160331,11/29/2001
15376,19640111160332,12/23/2000
15377,19640111160333,07/22/2001
15378,19640111160334,09/20/1999
15379,19640111160335,12/30/2000
15380,19640111160336,11/10/1999
15381,19640111160337,06/20/2001
15382,19640111160338,05/11/2001
15383,19640111160339,04/05/2001
15384,19640111160340,05/31/2001
15385,19640111160341,07/08/2001
15386,19640111160342,05/29/2000
15387,19640111160343,07/26/2001
15388,19640111160344,12/13/2000
15389,19640111511101,09/16/2000
15390,19640111511102,09/12/1999
15391,19640111511103,05/30/2001
15392,19640111511104,04/28/2000
15393,19640111511105,03/08/2001
15394,19640111511106,10/02/2000
15395,19640111511107,03/29/2000
15396,19640111511108,08/16/2000
15397,19640111511109,03/09/2001
15398,19640111511110,06/21/2001
15399,19640111511111,03/08/2001
15400,19640111511112,06/28/2001
15401,19640111511113,04/16/1998
15402,19640111511114,04/15/2002
15403,19640111511115,03/01/2001
15404,19640111511116,04/21/2000
15405,19640111511117,04/01/1999
15406,19640111511118,01/12/2000
15407,19640111511119,03/06/2002
15408,19640111511120,07/16/2000
15409,19640111511121,02/08/2000
15410,19640111511122,04/02/2001
15411,19640111511123,10/20/1999
15412,19640111511124,07/05/2001
15413,19640111511125,10/02/2000
15414,19640111511126,01/12/2002
15415,19640111511127,01/05/2003
15416,19640111511128,09/26/2001
15417,19640111511129,09/01/2001
15418,19640111511130,02/28/2002
15419,19640111511131,03/03/2001
15420,19640111511132,05/28/2000
15421,19640111511133,10/21/2000
15422,19640111511134,08/20/2000
15423,19640111511135,04/16/2001
15424,19640111511136,09/18/2000
15425,19640111511137,09/10/2001
15426,19640111511138,12/28/2000
15427,19640111511139,01/12/2001
15428,19640111511140,03/05/2000
15429,19640111511141,12/14/2000
15430,19640111511142,01/15/1998
15431,19640111511143,04/04/2001
15432,19640111511144,04/10/2001
15433,19640111511145,10/25/2000
15434,19640111511146,01/26/2001
15435,19640111511147,08/28/2001
15436,19640111511148,09/07/2001
15437,19640111511149,10/04/2001
15438,19640111511150,02/25/2001
15439,19640111511151,09/05/2000
15440,19640111511152,08/15/2001
15441,19640111511153,10/10/2001
15442,19640111511201,01/24/2002
15443,19640111511202,11/21/2000
15444,19640111511203,02/05/2002
15445,19640111511204,03/06/2000
15446,19640111511205,05/20/2000
15447,19640111511206,06/17/2000
15448,19640111511207,02/06/2000
15449,19640111511208,05/01/2003
15450,19640111511209,11/18/2000
15451,19640111511210,07/11/2001
15452,19640111511211,01/15/2001
15453,19640111511212,07/11/2000
15454,19640111511213,11/17/2000
15455,19640111511214,11/20/2000
15456,19640111511215,05/20/2000
15457,19640111511216,02/12/2000
15458,19640111511217,04/10/2001
15459,19640111511218,11/11/2000
15460,19640111511219,01/31/2001
15461,19640111511220,11/29/1999
15462,19640111511221,09/07/1999
15463,19640111511222,03/05/2000
15464,19640111511223,03/13/2001
15465,19640111511224,11/14/1997
15466,19640111511225,10/03/2001
15467,19640111511226,12/18/2000
15468,19640111511227,01/07/2002
15469,19640111511228,06/23/2000
15470,19640111511229,04/23/2001
15471,19640111511230,12/30/2000
15472,19640111511231,12/10/2001
15473,19640111511232,08/06/2000
15474,19640111511233,08/20/2000
15475,19640111511234,04/08/2002
15476,19640111511235,02/22/2001
15477,19640111511236,03/21/2000
15478,19640111511237,11/04/2000
15479,19640111511238,03/29/2001
15480,19640111511239,08/10/2000
15481,19640111511240,08/22/2001
15482,19640111511241,08/27/2001
15483,19640111511242,10/09/2000
15484,19640111511243,01/30/2001
15485,19640111511244,09/18/2000
15486,19640111511245,05/20/1997
15487,19640111511246,12/16/2000
15488,19640111511247,08/15/2001
15489,19640111511248,04/06/2001
15490,19640111511249,04/18/2001
15491,19640111511250,01/02/2001
15492,19640111511301,12/07/2000
15493,19640111511302,09/04/2001
15494,19640111511303,12/23/2000
15495,19640111511304,10/23/2000
15496,19640111511305,09/19/2000
15497,19640111511306,09/20/2000
15498,19640111511307,11/20/1999
15499,19640111511308,11/08/2000
15500,19640111511309,10/11/2000
15501,19640111511310,07/22/2001
15502,19640111511311,09/03/2000
15503,19640111511312,01/09/2000
15504,19640111511313,11/20/2000
15505,19640111511314,11/21/2000
15506,19640111511315,10/20/2000
15507,19640111511316,06/20/2001
15508,19640111511317,10/09/2001
15509,19640111511318,11/29/2001
15510,19640111511319,11/01/2000
15511,19640111511320,10/17/2000
15512,19640111511321,03/28/2001
15513,19640111511322,11/01/1999
15514,19640111511323,05/02/2001
15515,19640111511324,10/30/1999
15516,19640111511325,10/23/2000
15517,19640111511326,03/29/2000
15518,19640111511327,08/01/1999
15519,19640111511328,08/25/2000
15520,19640111511329,12/24/2002
15521,19640111511330,05/25/2001
15522,19640111511331,08/07/2000
15523,19640111511332,04/12/2000
15524,19640111511333,09/21/2000
15525,19640111511334,05/28/1999
15526,19640111511335,02/05/2000
15527,19640111511336,05/17/2000
15528,19640111511337,02/19/2001
15529,19640111511338,06/18/2001
15530,19640111511339,03/09/2002
15531,19640111511340,03/20/2001
15532,19640111511341,02/01/1999
15533,19640111511342,03/02/1998
15534,19640111511343,03/08/2000
15535,19640111511344,06/20/2001
15536,19640111511345,11/30/2000
15537,19640111511346,06/08/1998
15538,19640111511347,02/25/2001
15539,19640111511348,10/25/2001
15540,19640111511349,09/28/2000
15541,19640111511401,12/05/2002
15542,19640111511402,04/25/1999
15543,19640111511403,05/29/2001
15544,19640111511404,04/23/2000
15545,19640111511405,12/20/1999
15546,19640111511406,09/08/2001
15547,19640111511407,08/15/2001
15548,19640111511408,09/06/2001
15549,19640111511409,08/01/2000
15550,19640111511410,10/01/2000
15551,19640111511411,11/17/1999
15552,19640111511412,04/14/2002
15553,19640111511413,12/18/2000
15554,19640111511414,01/10/2002
15555,19640111511415,02/10/2001
15556,19640111511416,03/24/2000
15557,19640111511417,11/05/2001
15558,19640111511418,03/09/2001
15559,19640111511419,05/17/2001
15560,19640111511420,02/15/2001
15561,19640111511421,06/05/1997
15562,19640111511422,10/08/1998
15563,19640111511423,04/07/2001
15564,19640111511424,03/12/2001
15565,19640111511425,11/21/2001
15566,19640111511426,05/26/2001
15567,19640111511427,06/17/2000
15568,19640111511428,11/14/2000
15569,19640111511429,02/22/2000
15570,19640111511430,07/14/2002
15571,19640111511431,11/11/1999
15572,19640111511432,09/08/2001
15573,19640111511433,04/16/2001
15574,19640111511434,12/11/2001
15575,19640111511435,03/25/2000
15576,19640111511436,10/18/2000
15577,19640111511437,03/27/2001
15578,19640111511438,04/08/1998
15579,19640111511439,05/27/2001
15580,19640111511440,04/18/1996
15581,19640111511441,02/01/2001
15582,19640111511442,06/13/2001
15583,19640111511443,05/04/2001
15584,19640111511444,03/07/2000
15585,19640111511445,06/20/2001
15586,19640111511446,03/17/1998
15587,19640111511447,05/14/2000
15588,19640111511448,07/27/2000
15589,19640111511449,09/19/2000
15590,19640111511450,12/20/2000
15591,19640111511451,06/11/2001
15592,19640111511452,02/03/2000
15593,19640111511501,01/23/1999
15594,19640111511502,12/04/2001
15595,19640111511503,05/20/2002
15596,19640111511504,05/02/2001
15597,19640111511505,11/11/2000
15598,19640111511506,06/16/2000
15599,19640111511507,12/20/1999
15600,19640111511508,04/10/2000
15601,19640111511509,09/03/2001
15602,19640111511510,01/05/2001
15603,19640111511511,07/08/1999
15604,19640111511512,04/13/2000
15605,19640111511513,10/28/1999
15606,19640111511514,12/04/1998
15607,19640111511515,06/20/1999
15608,19640111511516,09/15/2001
15609,19640111511517,10/14/1999
15610,19640111511518,03/01/2000
15611,19640111511519,04/19/2002
15612,19640111511520,02/07/2001
15613,19640111511521,02/18/2000
15614,19640111511522,03/28/2001
15615,19640111511523,01/01/2000
15616,19640111511524,07/12/2002
15617,19640111511525,08/07/2001
15618,19640111511526,10/31/2001
15619,19640111511527,03/08/2000
15620,19640111511528,01/10/2000
15621,19640111511529,11/17/1999
15622,19640111511530,12/04/2001
15623,19640111511531,08/26/2000
15624,19640111511532,06/03/2001
15625,19640111511533,11/07/2000
15626,19640111511534,11/28/2000
15627,19640111511535,07/02/2001
15628,19640111511536,10/27/1999
15629,19640111511537,02/15/2000
15630,19640111511538,02/13/2000
15631,19640111511539,11/18/2000
15632,19640111511540,11/19/2000
15633,19640111511541,12/16/1999
15634,19640111511542,09/23/1999
15635,19640111511543,08/16/2001
15636,19640111511544,06/15/2000
15637,19640111511545,12/01/2000
15638,19640111511546,07/25/2001
15639,19640111511547,10/15/1998
15640,19640111511548,04/20/2001
15641,19640111511549,11/20/2001
15642,19640111511550,10/09/2000
15643,19640111511551,12/06/2000
15644,19640111511552,11/23/2000
15645,19640111511601,09/27/2001
15646,19640111511602,06/08/2001
15647,19640111511603,11/20/2000
15648,19640111511604,01/07/2000
15649,19640111511605,10/14/2001
15650,19640111511606,03/16/1999
15651,19640111511607,11/03/1999
15652,19640111511608,02/05/2001
15653,19640111511609,11/10/2000
15654,19640111511610,10/13/2001
15655,19640111511611,03/02/2001
15656,19640111511612,04/07/2002
15657,19640111511613,03/29/2001
15658,19640111511614,03/06/2001
15659,19640111511615,01/01/2001
15660,19640111511616,05/12/1999
15661,19640111511617,12/05/2000
15662,19640111511618,09/14/2000
15663,19640111511619,02/27/2000
15664,19640111511620,10/01/2000
15665,19640111511621,02/20/2001
15666,19640111511622,08/16/2001
15667,19640111511623,05/19/2001
15668,19640111511624,11/22/2001
15669,19640111511625,01/17/2002
15670,19640111511626,05/22/2001
15671,19640111511627,02/07/1999
15672,19640111511628,07/26/2000
15673,19640111511629,07/08/2000
15674,19640111511630,12/05/2001
15675,19640111511631,09/13/2001
15676,19640111511632,01/09/2001
15677,19640111511633,03/12/2001
15678,19640111511634,08/15/2000
15679,19640111511635,04/14/2001
15680,19640111511636,02/10/2000
15681,19640111511637,06/18/2001
15682,19640111511638,07/20/1998
15683,19640111511639,06/10/2000
15684,19640111511640,02/15/2000
15685,19640111511641,03/06/2001
15686,19640111511642,03/24/2000
15687,19640111511643,12/04/1999
15688,19640111511644,09/18/2000
15689,19640111511645,10/29/2000
15690,19640111511646,07/18/1999
15691,19640111511647,06/16/2000
15692,19640111511648,04/18/2000
15693,19640111511649,11/26/2000
15694,19640111511701,06/16/1999
15695,19640111511702,11/20/2001
15696,19640111511703,08/10/2000
15697,19640111511704,11/12/2001
15698,19640111511705,09/09/2001
15699,19640111511706,11/14/2000
15700,19640111511707,08/13/2001
15701,19640111511708,02/20/2002
15702,19640111511709,11/21/2000
15703,19640111511710,03/31/2001
15704,19640111511711,02/18/2002
15705,19640111511712,02/05/2001
15706,19640111511713,08/10/1999
15707,19640111511714,04/06/1999
15708,19640111511715,04/02/2002
15709,19640111511716,02/21/2001
15710,19640111511717,07/28/1999
15711,19640111511718,02/24/2000
15712,19640111511719,09/12/2001
15713,19640111511720,07/15/2000
15714,19640111511721,08/13/2001
15715,19640111511722,10/24/2000
15716,19640111511723,06/11/1999
15717,19640111511724,01/02/2000
15718,19640111511725,03/06/2001
15719,19640111511726,06/29/2000
15720,19640111511727,09/22/2001
15721,19640111511728,10/22/2000
15722,19640111511729,10/15/2000
15723,19640111511730,05/05/2001
15724,19640111511731,01/02/2001
15725,19640111511732,02/26/2001
15726,19640111511733,02/27/2000
15727,19640111511734,09/20/2001
15728,19640111511735,10/07/2000
15729,19640111511736,07/25/2001
15730,19640111511737,03/28/2000
15731,19640111511738,11/02/2001
15732,19640111511739,01/03/2001
15733,19640111511740,09/22/2000
15734,19640111511741,05/20/2001
15735,19640111511742,04/30/2001
15736,19640111511743,09/15/2000
15737,19640111511744,09/28/2002
15738,19640111511745,03/07/2001
15739,19640111511746,11/15/2001
15740,19640111511747,10/07/1998
15741,19640111511748,09/01/2001
15742,19640111511749,10/01/1997
15743,19640111511750,02/27/2002
15744,19640111511751,01/03/2000
15745,19640111511752,04/08/2001
15746,19640111511801,07/12/2000
15747,19640111511802,02/08/2000
15748,19640111511803,10/28/2002
15749,19640111511804,04/26/2001
15750,19640111511805,10/23/2000
15751,19640111511806,12/19/2000
15752,19640111511807,04/30/2001
15753,19640111511808,11/04/2001
15754,19640111511809,08/24/2000
15755,19640111511810,07/20/2001
15756,19640111511811,08/29/2001
15757,19640111511812,07/14/2000
15758,19640111511813,08/03/2000
15759,19640111511814,03/10/2001
15760,19640111511815,04/01/2002
15761,19640111511816,01/15/2000
15762,19640111511817,08/22/2000
15763,19640111511818,06/19/2000
15764,19640111511819,01/03/2000
15765,19640111511820,03/20/1999
15766,19640111511821,06/02/2000
15767,19640111511822,10/20/2000
15768,19640111511823,09/15/2000
15769,19640111511824,03/03/2000
15770,19640111511825,01/16/1999
15771,19640111511826,12/27/2001
15772,19640111511827,02/10/2002
15773,19640111511828,03/28/2001
15774,19640111511829,07/14/2000
15775,19640111511830,02/05/2000
15776,19640111511831,10/06/2001
15777,19640111511832,06/09/2001
15778,19640111511833,08/14/1999
15779,19640111511834,08/10/2001
15780,19640111511835,03/23/2001
15781,19640111511836,04/13/1997
15782,19640111511837,11/25/1998
15783,19640111511838,05/24/2001
15784,19640111511839,10/02/2001
15785,19640111511840,06/28/2000
15786,19640111511841,02/25/2000
15787,19640111511842,06/25/2001
15788,19640111511843,08/01/1999
15789,19640111511844,01/12/2000
15790,19640111511845,04/20/2000
15791,19640111511846,06/05/2002
15792,19640111511847,12/07/2000
15793,19640111511848,12/20/2000
15794,19640111511849,01/02/1999
15795,19640111511850,02/12/2000
15796,19640111511851,04/15/2000
15797,19640111511852,01/29/2001
15798,19640111511853,10/24/2001
15799,19640111511854,11/02/2000
15800,19640111511901,02/10/2001
